field_1,Antenas,Nombres,Lat,Long,CentroLat,CentroLong,MINVU,Area
647,PORME,PORMEU3,-29.974889000000001,-71.325610999999995,-29.974580814999999,-71.325909526800004,gran la serena,2223572.90
936,HPRO2,HPRO2U2,-33.432384999999996,-70.599900199999993,-33.432150320900000,-70.599900199999993,gran santiago,132738.43
6417,PAROC,PAROCU1,-33.470560999999996,-70.657781000000000,-33.469980319900003,-70.657379098899995,gran santiago,292690.38
4341,MHLES,MHLESU1,-22.375194000000000,-68.918861000000007,-22.374657590700000,-68.917856270200005,,60846818.79
3141,MELI2,MELI2U2,-33.677467000000000,-71.229692000000000,-33.677697753799997,-71.229295986500006,melipilla,10368252.22
5340,HULRF,HULRFU3,-36.806415999999999,-73.100791999999998,-36.806328341600000,-73.102043384799998,gran concepcion,4358410.66
5363,MOCHA,MOCHAU7,-38.381189999999997,-73.876919999999998,-38.381960462599999,-73.876095272399994,,127550787635.39
26409,MANGF,MANGF3A,-37.464728999999998,-72.352158000000003,-37.463890860399999,-72.352158000000003,los angeles,603125.86
3592,COLIN,COLINW1,-33.197619439999997,-70.676199999999994,-33.196848977400002,-70.675427414900000,gran santiago,4630716.86
2805,DALG1,DALG1W2,-42.373238000000001,-73.659920000000000,-42.374183112300003,-73.659454364100000,,99789017.72
190,MADNA,MADNAL0,-37.437710799999998,-72.725811300000004,-37.437710799999998,-72.725811300000004,,333688602.63
1357,RCOLF,RCOLFU8,-32.859611000000001,-70.483999999999995,-32.859436350300001,-70.485179145999993,,58641852.20
1347,PZCLF,PZCLFL0,-23.646615000000001,-70.398951100000005,-23.646615000000001,-70.398951100000005,antofagasta,94246.55
10896,CGRC3,CGRC3U2,-33.047758330000001,-71.604686111099994,-33.047758330000001,-71.604686111099994,gran valparaiso,338056.40
1349,ELPZF,ELPZFL0,-33.419130000000003,-70.572190000000006,-33.419130000000003,-70.572190000000006,gran santiago,376240.46
863,TBPSF,TBPSFU7,-38.776600000000002,-72.545040000000000,-38.775565608199997,-72.543458763399997,,53047249.50
13744,DPLJS,DPLJSAX,-20.075972199999999,-69.383111099999994,-20.076178595599998,-69.382507346799997,,1297309286.85
9928,LRAST,LRASTU7,-35.423600000000000,-71.598100000000002,-35.422694907199997,-71.596776340800005,talca,29335635.98
300,LIBEF,LIBEFW3,-33.014686110000000,-71.549338888899996,-33.015356621700001,-71.550723893400004,gran valparaiso,149018.88
370,CORFO,CORFOW3,-33.376686100000001,-70.524550000000005,-33.376961294200001,-70.525455421800004,gran santiago,770390.11
278,UCXC1,UCXC1U1,-33.500300000000003,-70.643199999999993,-33.499458013800002,-70.643782955000006,gran santiago,824605.63
291,MANZF,MANZF8Y,-34.176105000000000,-70.721328999999997,-34.176607883700001,-70.720276165900003,gran rancagua,1383157.85
2812,SMGVF,SMGVFU1,-33.369439999999997,-70.559160000000006,-33.368937116300003,-70.559160000000006,gran santiago,2684525.12
603,NACG1,NACG1U2,-37.502116659999999,-72.674700000000001,-37.502619543700000,-72.673602064600004,los angeles,25993324.58
790,BCNUF,BCNUF6C,-36.609088999999997,-72.087067000000005,-36.609613235399998,-72.088467525699997,gran chillan,1124305.48
852,RALSU,RALSUU1,-40.585388999999999,-73.175972000000002,-40.586159462600001,-73.175120708700007,osorno,24583876.84
158,NOGLF,NOGLFL0,-33.426699999999997,-70.604399999999998,-33.426699999999997,-70.604399999999998,gran santiago,192482.15
885,COCHO,COCHOU8,-32.956194000000004,-71.547528000000000,-32.955758489899999,-71.547228340100006,gran valparaiso,229648.60
5854,VLLSR,VLLSRL0,-24.265194000000001,-69.128083000000004,-24.265194000000001,-69.128083000000004,,1158883822.79
582,MEPAT,MEPATU7,-33.429561999999997,-70.647262999999995,-33.429561999999997,-70.647262999999995,gran santiago,73479.61
1389,PUMG1,PUMG1U3,-34.669553000000001,-71.629424999999998,-34.670257037200003,-71.630907696700007,,262536203.54
2811,LNEGF,LNEGF3B,-23.765605999999998,-70.304946999999999,-23.765728721799999,-70.306479686800003,,707042415.81
91,CEBAF,CEBAFL0,-34.213439999999999,-71.305800000000005,-34.213439999999999,-71.305800000000005,,190365906.85
515,OVCTF,OVCTF9A,-30.599249000000000,-71.195836999999997,-30.598796453599999,-71.195210427700005,ovalle,782617.52
1221,MINIF,MINIFU9,-37.789630000000002,-72.473920000000007,-37.789994436500002,-72.475641069000005,,345242784.71
12228,RUTA2,RUTA2U1,-32.596404000000000,-71.382035999999999,-32.596404000000000,-71.380125905900002,,30352750.22
4961,COMAU,COMAUU1,-19.320972000000001,-68.879277999999999,-19.321374306999999,-68.878539595099994,,5436284859.20
8850,PDHSF,PDHSF3X,-33.357326999999998,-70.516136000000003,-33.357326999999998,-70.516136000000003,gran santiago,249777.46
128,COPER,COPERU1,-33.553075000000000,-70.562508333300002,-33.552249593699997,-70.562682972800005,gran santiago,1989822.82
2554,OVANO,OVANOU1,-30.599426999999999,-71.211483000000001,-30.598964722400002,-71.211032350699995,ovalle,1640655.75
2756,ALONS,ALONSAA,-33.401583299999999,-70.596888899999996,-33.400979839500003,-70.596888899999996,gran santiago,120205.04
2191,PILLA,PILLAU7,-34.635370000000002,-71.115359999999995,-34.634888410199999,-71.113751866100003,,91469680.22
209,MIGOM,MIGOMU9,-33.559388880000000,-70.767925000000005,-33.559801671300001,-70.769286000999998,gran santiago,5285133.24
3587,CBALM,CBALMU2,-29.915299999999998,-71.252840000000006,-29.915369859900000,-71.252382902700006,gran la serena,349039.09
19807,HLAND,HLANDU1,-32.848545999999999,-70.591072999999994,-32.848237814999997,-70.590765185699993,los andes,14760513.17
362,VIALF,VIALF6Z,-33.044936999999997,-71.371048000000002,-33.045475745700003,-71.371813954499999,gran valparaiso,3285638.18
3210,ALOC1,ALOC1U2,-33.418799999999997,-70.564102000000005,-33.419623876499998,-70.563410838300001,gran santiago,195027.83
28,MMQHF,MMQHFU7,-33.395974000000002,-70.572181000000000,-33.395269962800000,-70.572181000000000,gran santiago,274131.56
17842,CHMF2,CHMF2Y,-27.322250000000000,-70.394438888899998,-27.321847754299998,-70.394430986100005,copiapo,144204033.27
4761,CJHUA,CJHUAU3,-33.340833000000003,-70.466387999999995,-33.341154059899999,-70.467443890900000,gran santiago,52874692.35
5276,ANITA,ANITAU7,-33.519638999999998,-70.688999999999993,-33.519714970599999,-70.687958435300004,gran santiago,1031685.00
2091,CMIQU,CMIQUU3,-20.264408000000000,-70.124138000000002,-20.263273865300000,-70.123697976100004,gran iquique,2560903.85
8982,TRING,TRINGU1,-39.447111000000000,-73.107518999999996,-39.445099464999998,-73.107518999999996,,444032096.24
218,JAELF,JAELF8C,-33.733615999999998,-70.671616000000000,-33.733511210200000,-70.672330612200000,gran santiago,45480227.81
6366,SALAL,SALALU1,-33.380378999999998,-70.622069999999994,-33.381350496800003,-70.621758259399996,gran santiago,1276841.21
2974,PNCYA,PNCYAU7,-33.363987999999999,-70.632142000000002,-33.363459739900001,-70.632030473900002,gran santiago,3442877.75
0,PAST2,PAST2,-33.415142000000003,-70.593590000000006,-33.415142000000003,-70.593590000000006,gran santiago,18191.70
1109,PCRNE,PCRNEAA,-37.034779999999998,-73.141930000000002,-37.033973990299998,-73.140920315200006,gran concepcion,6138123.65
5641,PUVAL,PUVALL0,-33.034444000000001,-71.630139000000000,-33.034444000000001,-71.630139000000000,gran valparaiso,1300330.81
7191,CDTC1,CDTC1X,-33.434030000000000,-70.641040000000004,-33.432756027899998,-70.641040000000004,gran santiago,118186.17
376,METAR,METARU9,-33.415219999999998,-70.589630000000000,-33.415219999999998,-70.589630000000000,gran santiago,18723.73
3422,SLLAU,SLLAUU3,-42.443832999999998,-73.777972000000005,-42.444998796100002,-73.777548686100005,castro,119174462.04
7627,LPZC1,LPZC1U7,-33.473998999999999,-70.585701000000000,-33.473206609899997,-70.585868500800004,gran santiago,799793.17
2373,PFMEN,PFMENU9,-33.578775000000000,-70.710668999999996,-33.579357898100000,-70.710856472299994,gran santiago,2718428.07
86,PCQBF,PCQBF9B,-29.953211110000002,-71.337497222200000,-29.953211110000002,-71.337497222200000,gran la serena,1853920.83
3305,RENC1,RENC1U1,-33.403691660000000,-70.699497222199994,-33.402701172400000,-70.699706428100001,gran santiago,1520732.91
1442,OCOAF,OCOAFL0,-32.837797000000002,-71.103583000000000,-32.837797000000002,-71.103583000000000,,56489476.28
388,MESAP,MESAPU1,-33.444848000000000,-70.723232999999993,-33.444848000000000,-70.723232999999993,gran santiago,263034.20
1945,VABQF,VABQFU1,-33.041778000000001,-71.357528000000002,-33.040772232499997,-71.357528000000002,gran valparaiso,16237696.74
9738,PSURF,PSURFU1,-33.618810000000003,-70.572050000000004,-33.617804232499999,-70.572050000000004,gran santiago,1311166.33
3421,CDYC1,CDYC1U2,-23.644749999999998,-70.399629000000004,-23.644749999999998,-70.401824879599999,antofagasta,271340.36
4365,ACTLE,ACTLEU3,-33.568959999999997,-70.582621000000003,-33.569527067400003,-70.582868709799996,gran santiago,1086304.56
511,HRRC2,HRRC2C,-29.978421000000001,-71.341119000000006,-29.977475887699999,-71.341516118499996,gran la serena,1317439.14
473,RMORC,RMORC9A,-35.135471000000003,-71.358528000000007,-35.134084167300003,-71.357105060300000,,152201570.33
1439,RMALF,RMALFU7,-34.947899999999997,-71.111360000000005,-34.948675793900001,-71.110232033700001,curico,253851525.67
2011,VCNF2,VCNF2Z,-30.032840000000000,-70.711789999999993,-30.033180044600002,-70.712632321599997,vicuna,200387565.55
329,MEFRA,MEFRAU2,-33.475684999999999,-70.650024000000002,-33.475684999999999,-70.650024000000002,gran santiago,205680.54
27583,ISLAP,ISLAPU2,-27.159237999999998,-109.421389000000005,-27.159237999999998,-109.422707805000002,,6597000024955.05
628,LPEBF,LPEBFU3,-33.493527999999998,-70.549806000000004,-33.494144370100003,-70.550426181899994,gran santiago,985182.75
10092,HMARF,HMARFU1,-33.399859999999997,-70.574523999999997,-33.399859999999997,-70.574523999999997,gran santiago,47113.56
1195,HVIT5,HVIT5U7,-33.388485000000003,-70.577455999999998,-33.388686153499997,-70.577038723100003,gran santiago,175652.13
9366,WTCEF,WTCEF9A,-33.416240999999999,-70.605666999999997,-33.416240999999999,-70.605666999999997,gran santiago,42306.59
6671,CPDMC,CPDMCU1,-37.010420000000003,-73.164580000000001,-37.009548979800002,-73.163950242200002,gran concepcion,5502838.86
10056,PHUEF,PHUEF6X,-35.407626999999998,-71.779892000000004,-35.407801649699998,-71.778676750700001,talca,108687089.04
1432,CODOC,CODOCU1,-33.361027999999997,-70.506500000000003,-33.360315569000001,-70.506728554500000,gran santiago,665395.33
150,REI2N,REI2NU2,-33.444740000000003,-70.543892000000000,-33.444991441900001,-70.543370065600001,gran santiago,648214.37
987,NVMXF,NVMXFW1,-33.592636110000001,-70.559430555600002,-33.591810703699998,-70.559605275099997,gran santiago,2448483.27
3813,TRBC2,TRBC2U7,-36.793397200000001,-73.066999999999993,-36.792641110200002,-73.067343645500003,gran concepcion,520025.79
581,HIND1,HIND1U7,-33.434902999999998,-70.636163999999994,-33.434902999999998,-70.636445217000002,gran santiago,62253.83
2592,PTZG1,PTZG1A,-36.513240000000003,-72.413420000000002,-36.511259024799998,-72.412985407500003,,248248188.75
9182,CENAV,CENAVU3,-33.430833000000000,-70.716110999999998,-33.430902859900002,-70.716585740499994,gran santiago,781345.40
7725,LSEBC,LSEBCY,-33.225583329999999,-70.398444440000006,-33.225683906699999,-70.398236191199999,,131483853.87
26447,MHOTF,MHOTFAA,-33.443269999999998,-70.632159999999999,-33.442901274800001,-70.632152286899995,gran santiago,58260.90
304,LLAVF,LLAVFU2,-33.381866000000002,-70.547355999999994,-33.381866000000002,-70.546352266499994,gran santiago,514471.60
2462,MVICO,MVICOU7,-36.879632999999998,-73.037582000000000,-36.879236804999998,-73.037494664500002,gran concepcion,7240714.21
532,HLFL2,HLFL2U1,-33.496633000000003,-70.595792000000003,-33.496230693000001,-70.595792000000003,gran santiago,60308.21
3559,CMMPE,CMMPENB,-33.477969999999999,-70.543419999999998,-33.478245194199999,-70.542513521100005,gran santiago,861998.32
2971,ESTAD,ESTADU3,-33.437092999999997,-70.639572000000001,-33.436554254299999,-70.640341388699994,gran santiago,41571.82
3624,OPONE,OPONEU8,-40.565032000000002,-73.179987999999994,-40.565736037199997,-73.178382771700001,osorno,46101585.69
243,CUCOS,CUCOSU3,-34.974556000000000,-71.244721999999996,-34.973684979799998,-71.245335710399999,curico,2432653.88
3724,QUINU,QUINUU8,-38.344250000000002,-72.492750000000001,-38.343562014500002,-72.490339936599995,,267792655.99
2449,GUTRO,GUTROU9,-34.202750999999999,-70.759640000000005,-34.203656092800003,-70.760944219300001,gran rancagua,5914797.90
2380,POMC2,POMC2W2,-33.660411099999997,-71.145355600000002,-33.660585749699997,-71.144165590100002,,33235135.74
256,MQHF2,MQHF2Z,-33.398027769999999,-70.572647222200004,-33.398588065600002,-70.573447036700003,gran santiago,101799.40
2409,JSURF,JSURFU1,-23.721917500000000,-70.430568300000004,-23.720783365300001,-70.430117416599998,antofagasta,78286480.03
27187,MPEMF,MPEMF9A,-33.413809999999998,-70.584299999999999,-33.413776479500001,-70.584299298999994,gran santiago,78042.80
1071,PVLPE,PVLPEU8,-33.480522000000001,-70.605513000000002,-33.480823730200001,-70.604886419699994,gran santiago,519827.34
1200,CABIF,CABIFU8,-32.421439999999997,-71.094414000000000,-32.421690331199997,-71.092732141400006,,88905912.07
13308,ANOMA,ANOMANC,-33.368530550000003,-70.614766666600005,-33.368142653100001,-70.615320190500000,,5141250.29
79,PEUCO,PEUCOU3,-22.463500000000000,-68.898805555600006,-22.463775194200000,-68.899623727199995,calama,149503781.75
7367,COMPU,COMPUU2,-31.179193999999999,-71.003721999999996,-31.179923227900002,-71.003324540700007,combarbala,1014968363.78
721,CLMG1,CLMG1Y,-22.332767000000000,-68.990386999999998,-22.334225455799999,-68.989651754899995,,1213248068.15
2997,SLSVF,SLSVFU1,-33.469889000000002,-70.676056000000003,-33.469221265800002,-70.675384329500005,gran santiago,756468.29
2067,SANRA,SANRAU8,-29.949800000000000,-71.272000000000006,-29.950367067399998,-71.271761793899998,gran la serena,1801777.95
868,LPUEM,LPUEMW3,-33.559500000000000,-70.661249999999995,-33.559603197800001,-70.661590249499994,gran santiago,1075518.51
9784,COSNO,COSNORC,-33.436088880000000,-70.634177777800005,-33.436088880000000,-70.634097428999993,gran santiago,26391.37
2773,MPPM2,MPPM2U8,-41.460000000000001,-72.923056000000003,-41.460217916300003,-72.922552351500002,gran puerto montt,1187760.79
5596,POSES,POSESU2,-52.268160999999999,-68.894841999999997,-52.268382222900001,-68.892791849100007,,50978740802.02
1179,INATF,INATFU3,-38.725308333299999,-72.638836111100005,-38.726298820899999,-72.639059979799995,gran temuco,2919441.81
719,RSATF,RSATFU7,-38.039625000000001,-72.857868999999994,-38.039122116300000,-72.856763069300001,,142039398.25
929,BAJON,BAJONU7,-33.640760000000000,-70.627210000000005,-33.639625865299998,-70.626714177400004,gran santiago,6777745.78
612,PECON,PECONL0,-33.408997999999997,-70.746392000000000,-33.408997999999997,-70.746392000000000,gran santiago,1477315.86
207,QPUES,QPUESU9,-33.062500000000000,-71.416388999999995,-33.062400653799997,-71.417743926100002,gran valparaiso,2532456.47
1662,RCRC2,RCRC2U3,-33.031412000000003,-71.578626000000000,-33.030765505100000,-71.579544991899994,gran valparaiso,940511.23
1790,MACD2,MACD2U1,-33.390478000000002,-70.545017999999999,-33.390478000000002,-70.545017999999999,gran santiago,52722.30
249,SCMG1,SCMG1L0,-35.532609999999998,-71.493880000000004,-35.532609999999998,-71.493880000000004,talca,60299015.50
21646,HLLO1,HLLO1U1,-33.617556000000000,-71.595083000000002,-33.617153692999999,-71.595083000000002,gran san antonio,5673572.01
211,GJP2F,GJP2FU1,-33.323850000000000,-70.561269999999993,-33.323443523900004,-70.561550856799997,gran santiago,12931559.69
1960,SGOLF,SGOLFU9,-29.842500000000001,-71.271940000000001,-29.841997116300000,-71.272944172500004,,737843195.48
6477,TREPA,TREPAU8,-33.577523999999997,-70.800192999999993,-33.578026883699998,-70.799147524899993,gran santiago,3241191.95
13415,CATRE,CATREU9,-35.447499999999998,-71.628944000000004,-35.446795962800003,-71.630440865699995,talca,7287533.79
378,QVBMF,QVBMFL0,-33.556690000000003,-70.615970000000004,-33.556690000000003,-70.615970000000004,gran santiago,1987403.91
11875,MCHAF,MCHAF8A,-22.682333300000000,-70.184361100000004,-22.681930993000002,-70.183605874500003,,971839084.69
1702,MCAR1,MCAR1U3,-33.452798000000001,-70.635077999999993,-33.452041910200002,-70.634748168399994,gran santiago,146788.21
1638,HIJLS,HIJLSU8,-32.814222000000001,-71.193194000000005,-32.814117210200003,-71.192486873400000,,23204350.32
2531,VCLOF,VCLOFU3,-33.840161109999997,-70.803749999999994,-33.840475479399998,-70.805896516299995,,25813097.00
3495,HIJNE,HIJNEL0,-32.789217000000001,-71.137500000000003,-32.789217000000001,-71.137500000000003,gran quillota,64607219.22
16422,CHNG1,CHNG1A,-26.292017000000001,-70.650467000000006,-26.292962112300000,-70.650083311100005,,88016342953.61
748,HBPAN,HBPANU3,-23.606435000000001,-70.376304000000005,-23.606435000000001,-70.375864952499995,antofagasta,4688308.06
173,EDART,EDARTEA,-33.405365000000003,-70.574164999999994,-33.405365000000003,-70.574164999999994,gran santiago,9971.10
283,VOLAR,VOLARU1,-33.365718999999999,-70.738463999999993,-33.364713232500002,-70.738463999999993,gran santiago,1087608.40
3616,CURIM,CURIMU9,-32.789600000000000,-70.715000000000003,-32.790216370099998,-70.714384773299997,,24441762.07
798,LMMG1,LMMG1Y,-41.395000000000003,-73.468863999999996,-41.395704037199998,-73.467238443799999,los muermos,350261077.54
11374,ELOAF,ELOAFU1,-22.460577770000000,-68.921627770000001,-22.459504951300001,-68.921627770000001,calama,502094.68
3151,BAYOS,BAYOS9B,-22.663669400000000,-69.150969399999994,-22.664593955099999,-69.151810117099998,,1213480574.04
1459,PCNTF,PCNTF9C,-33.392685000000000,-70.597358999999997,-33.393455462600002,-70.598133328100005,gran santiago,258462.27
2922,LPALF,LPALF8B,-33.422401000000001,-70.609352000000001,-33.422233372100003,-70.609004134900005,gran santiago,7870.86
1988,STTF2,STTF2U7,-34.440180550000001,-71.077094444400004,-34.439235437699999,-71.076677345199997,san vicente de taguatagua,40497233.53
14259,BCIAF,BCIAFU1,-33.440860999999998,-70.652967000000004,-33.440860999999998,-70.652967000000004,gran santiago,7850.22
21788,FRIES,FRIESU1,-33.055250000000001,-71.487888999999996,-33.054847692999999,-71.487057624800002,gran valparaiso,5785443.78
2233,HUBET,HUBETU1,-33.352611000000003,-70.691972000000007,-33.352611000000003,-70.690527109800001,gran santiago,2183043.87
10993,MHUAN,MHUANTB,-29.846444439999999,-70.416749999999993,-29.846444439999999,-70.416518085999996,,4996446658.92
1334,TRAMF,TRAMFL0,-33.544072999999997,-70.671336999999994,-33.544072999999997,-70.671336999999994,gran santiago,769445.53
17349,RICRB,RICRBU2,-40.831952999999999,-73.389628000000002,-40.833843224600002,-73.388718698700004,,227680695.38
1683,HOTWD,HOTWDU1,-33.414090000000002,-70.598488888899993,-33.414090000000002,-70.598488888899993,gran santiago,30209.09
139,NICTI,NICTIU8,-23.598929999999999,-70.392300000000006,-23.599557308800001,-70.392179293300003,antofagasta,27774685.60
10477,ECOR5,ECOR5AB,-33.436788999999997,-70.632491000000002,-33.436755474400002,-70.632491000000002,gran santiago,5510.27
20183,LOMOS,LOMOSU3,-41.451360999999999,-73.348083000000003,-41.451360999999999,-73.350766771599993,,316005097.91
54,TCPSF,TCPSF8X,-22.103777800000000,-70.203500000000005,-22.103260604100001,-70.202834738000007,tocopilla,21135645985.15
2436,AHRUP,AHRUPU8,-40.828778000000000,-72.892471999999998,-40.829127299400000,-72.889853957599996,,193677568.04
2389,GAMAR,GAMARU9,-53.161138889999997,-70.943472220000004,-53.161292982500001,-70.943687874899993,punta arenas,2544552.36
168,RCHC2,RCHC2W1,-33.553696000000002,-70.705703999999997,-33.552489078999997,-70.705703999999997,gran santiago,1307993.01
827,PIRQ2,PIRQ2U7,-33.669100000000000,-70.583699999999993,-33.667977447399998,-70.583462171299999,,18342584.23
8046,CONVV,CONVVU3,-34.752277999999997,-71.135555999999994,-34.751473386000001,-71.137252175200004,,112175494.42
68,HOLC2,HOLC2U8,-33.420200000000001,-70.609802000000002,-33.419718410199998,-70.608216732000002,gran santiago,77447.58
311,ARZTF,ARZTFW3,-33.525005000000000,-70.674919000000003,-33.525507883700001,-70.675963839700003,gran santiago,1313424.59
3253,CARPE,CARPEU1,-34.717280000000002,-71.955529999999996,-34.716073078999997,-71.955529999999996,,261366324.59
3588,MALAR,MALARU9,-33.593806000000001,-70.601639000000006,-33.593457591899998,-70.601880485300001,gran santiago,1310824.96
1056,RAMAD,RAMADU2,-37.309936999999998,-73.258664999999993,-37.311323682699999,-73.258972422400007,,174586805.44
2367,CBOLL,CBOLLU1,-33.576914000000002,-71.213847999999999,-33.575779865299999,-71.213352544499998,,46680495.65
17492,CASTA,CASTAAB,-39.288899999999998,-72.236930000000001,-39.288760280200002,-72.235906193199995,villarrica,7783073.84
523,QMEHF,QMEHFU7,-39.390613879999997,-73.236236111099998,-39.389072954800000,-73.234563105899994,,3098396137.16
1897,CESPE,CESPEU3,-33.041389000000002,-71.577972000000003,-33.041791306999997,-71.578803252000000,gran valparaiso,1114538.22
14436,HONVF,HONVF9A,-32.998199999999997,-71.544539999999998,-32.998199999999997,-71.544539999999998,gran valparaiso,1109816.26
3137,ENCC1,ENCC1U3,-33.471096000000003,-70.614502000000002,-33.471439992699999,-70.615635009700000,gran santiago,642217.09
9283,TUNGA,TUNGAU3,-31.615279999999998,-71.328310000000002,-31.615004805800002,-71.329197856999997,,406617258.93
284,BUSIS,BUSISU3,-33.445670000000000,-70.630560000000003,-33.446300074900002,-70.630834841500004,gran santiago,93237.66
65,ENEBR,ENEBRU3,-33.594444400000000,-70.583888900000005,-33.594719594200001,-70.584796601099995,gran santiago,1397801.06
2537,CHGNF,CHGNFU1,-37.155490000000000,-72.067670000000007,-37.154166842800002,-72.067065756800005,,45373330.62
2297,LLYG1,LLYG1W3,-32.823836627799999,-70.947925501699999,-32.824507139500000,-70.947925501699999,,10187944.87
2155,SLPCH,SLPCHW3,-34.406627770000000,-71.369383333299993,-34.406225462999998,-71.370227905600004,,107738298.41
791,OLPOF,OLPOF6B,-33.511799000000003,-70.777091999999996,-33.512268358199996,-70.776116965499995,gran santiago,1549689.14
5668,MFLOF,MFLOF8A,-33.517524999999999,-70.605491666700004,-33.517189744200003,-70.606188159499993,gran santiago,666515.10
3134,MMSAF,MMSAFU2,-26.239519439999999,-69.558269444399997,-26.239519439999999,-69.559166496299994,,14220776871.50
285,RESCF,RESCFU1,-39.302326000000001,-72.142876000000001,-39.300917925500002,-72.142876000000001,,58670084.12
114,HOSCF,HOSCFU2,-45.569499100000002,-72.074853800000000,-45.569843092699998,-72.073503715399994,coyhaique,8821957.23
586,TOCC2,TOCC210,-22.090599999999998,-70.196029999999993,-22.091337562800000,-70.196029999999993,tocopilla,3525819836.79
436,SANNU,SANNUW1,-33.499806000000000,-70.653499999999994,-33.499375003399997,-70.652884042699995,gran santiago,370400.41
2834,VALAM,VALAMU7,-33.443700000000000,-70.655699999999996,-33.444672241900001,-70.655699999999996,gran santiago,18887.03
7,CTCG1,CTCG1U9,-35.331352770000002,-72.411233333300004,-35.331100508699997,-72.412082882400000,constitucion,2862381.91
31412,SAAF2,SAAF2A,-33.440408329999997,-70.645727777800005,-33.440783915899999,-70.645900553800004,gran santiago,15435.45
395,MRPG1,MRPG1X,-33.518883000000002,-71.110827999999998,-33.516992775399999,-71.110002802400004,,70552820.37
9213,HBUIN,HBUINU9,-33.731763999999998,-70.741399000000001,-33.731965153499999,-70.741817938699995,gran santiago,3700820.20
584,PLAGF,PLAGFU8,-33.464354999999998,-70.652778999999995,-33.464757306999999,-70.651943714500007,gran santiago,237836.46
2018,PIRF2,PIRF2Y,-33.505577000000002,-70.537239000000000,-33.506381613999999,-70.537239000000000,gran santiago,2784737.77
2423,SAUCF,SAUCFU3,-37.999740000000003,-72.833020000000005,-38.000664555100002,-72.834004505500005,,318868509.72
157,ESQLP,ESQLPU8,-33.041469999999997,-71.426749999999998,-33.042073460499999,-71.425503118099996,gran valparaiso,1129534.92
2196,PUARS,PUARSU2,-53.171692000000000,-70.936353999999994,-53.172259067399999,-70.936009669399994,punta arenas,1038766.07
10811,HFCOF,HFCOF2A,-33.443848000000003,-70.648202999999995,-33.443848000000003,-70.648202999999995,gran santiago,17762.88
3360,PTCNF,PTCNF6Z,-53.152333329999998,-70.902805555599997,-53.152836213699999,-70.904258024399994,punta arenas,718231.08
4118,CORIT,CORITL0,-36.435902200000001,-72.770801599999999,-36.435902200000001,-72.770801599999999,,365585998.64
1458,LCOG1,LCOG1X,-39.450104000000003,-72.798325000000006,-39.450459121000002,-72.795716791499999,lanco,237386789.24
18905,HTVO0,HTVO0U7,-33.504219999999997,-70.748137000000000,-33.503817693000002,-70.748137000000000,gran santiago,691817.32
3309,PGREF,PGREFU1,-52.636400000000002,-70.209999999999994,-52.635643910200002,-70.209546543800002,,1896699727.29
3171,CURZF,CURZFU8,-33.441850000000002,-70.533996999999999,-33.441710280199999,-70.533047400800001,gran santiago,680414.84
4837,MAESV,MAESVU8,-39.287399999999998,-72.231999999999999,-39.287021955100002,-72.232177777800004,villarrica,743493.35
3119,HPCHI,HPCHIU4,-32.139530000000001,-71.527379999999994,-32.139838185000002,-71.527074600199995,,15015279195.82
19301,MARBF,MARBFU8,-32.673011109999997,-71.441225000000003,-32.673115899800003,-71.440518991600001,,15771487.93
4406,RLIRQ,RLIRQL0,-36.678849100000001,-72.957557499999993,-36.678849100000001,-72.957557499999993,gran concepcion,60397378.77
2305,SASDO,SASDOW1,-33.436169999999997,-70.649000000000001,-33.435067369000002,-70.648519089700002,gran santiago,20735.16
5105,CESCR,CESCRL0,-33.433610000000002,-70.652900000000002,-33.433610000000002,-70.652900000000002,gran santiago,25152.72
4430,VTRMA,VTRMAW1,-33.475791000000001,-70.619029999999995,-33.475616795999997,-70.618909421799998,gran santiago,409984.53
814,PPLG1,PPLG1Y,-33.444096000000002,-70.658294999999995,-33.444815098399999,-70.657571866100000,gran santiago,72168.71
1745,MEPAR,MEPARU2,-33.526508000000000,-70.661392000000006,-33.526508000000000,-70.661392000000006,gran santiago,913398.49
22371,MCSNF,MCSNF6A,-33.438470000000002,-70.648240000000001,-33.438268846500002,-70.648240000000001,gran santiago,7590.47
26875,COAGF,COAGF2A,-33.440800000000003,-70.650099999999995,-33.440765070099999,-70.649862602799999,gran santiago,9262.88
8950,MELA4,MELA4U2,-33.418391999999997,-70.601410999999999,-33.418391999999997,-70.601410999999999,gran santiago,7707.96
1425,CAMPF,CAMPFU2,-32.817317000000003,-71.481369000000001,-32.817317000000003,-71.479693524400005,,22275547.19
247,CYATE,CYATEU1,-39.824666999999998,-73.249314999999996,-39.824039691199999,-73.249170977399999,valdivia,2762875.08
5759,TOMCH,TOMCHU1,-36.527065000000000,-72.852583999999993,-36.527752985500001,-72.850231712400003,,97085884.16
1791,CVTRF,CVTRFU2,-33.441400000000002,-70.585261000000003,-33.441701730200002,-70.584634702399995,gran santiago,696465.64
1621,BOCAF,BOCAFL0,-33.930309999999999,-71.842060000000004,-33.930309999999999,-71.842060000000004,,878375099.95
12575,MVALF,MVALF9A,-33.026339999999998,-71.552040000000005,-33.026306479500001,-71.552039302099999,gran valparaiso,122711.29
4234,CHGUA,CHGUAL0,-31.819579999999998,-71.485929999999996,-31.819579999999998,-71.485929999999996,,325635252.65
